order,type,src,country,version,category,id_num,id_content,group_detail,shape,data,geojson,unique_labels,file_name,urls,first_page_content,if_宮古海峽,if_遼寧艦,if_山東艦
21,LineString,p20220805_01,china,new,group,$145$,推定UAV（1機）,polygon-stroke,polygon-stroke,flight,"{'type': 'LineString', 'coordinates': [[122.68879668049792, 25.396291781552353], [122.68879668049792, 25.621762430709364], [122.8661825726141, 25.621762430709364], [122.8661825726141, 25.396291781552353], [122.68879668049792, 25.396291781552353], [122.68879668049792, 25.396291781552353]]}",['推定中國無人機'],p20220805_01.pdf,https://www.mod.go.jp/js/pdf/2022/p20220805_01.pdf,------令和４年８月５日統合幕僚監部---（お知らせ）中国機の動向について---令和４年８月４日（木）午前から夜にかけて、中国の偵察型無人機（ＢＺＫ-００５）１機及び偵察／攻撃型無人機（ＴＢ－００１）1機が東シナ海方面から飛来し、沖縄本島と宮古島との間を通過して太平洋に至り、先島諸島の南の太平洋上で旋回後、反転し、再び沖縄本島と宮古島との間を通過し、東シナ海に至ったことを確認した。また、推定中国の無人機（推定）１機が東シナ海から飛来し、台湾北東沖の公海上空を旋回飛行していることを確認した。これらに対し、航空自衛隊の南西航空方面隊の戦闘機を緊急発進させ対応した。------------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
22,MultiLineString,p20220805_01,china,new,group,$145$,推定UAV（1機）,arrow,arrow,flight,"{'type': 'MultiLineString', 'coordinates': [[[122.60477178423237, 27.12450769274395], [122.60477178423237, 25.645894856762666]], [[122.82883817427384, 25.742375738429672], [122.80082987551866, 27.12450769274395], [123.30497925311204, 27.092739160424664], [123.30497925311204, 27.79744505905908]]]}",['推定中國無人機'],p20220805_01.pdf,https://www.mod.go.jp/js/pdf/2022/p20220805_01.pdf,------令和４年８月５日統合幕僚監部---（お知らせ）中国機の動向について---令和４年８月４日（木）午前から夜にかけて、中国の偵察型無人機（ＢＺＫ-００５）１機及び偵察／攻撃型無人機（ＴＢ－００１）1機が東シナ海方面から飛来し、沖縄本島と宮古島との間を通過して太平洋に至り、先島諸島の南の太平洋上で旋回後、反転し、再び沖縄本島と宮古島との間を通過し、東シナ海に至ったことを確認した。また、推定中国の無人機（推定）１機が東シナ海から飛来し、台湾北東沖の公海上空を旋回飛行していることを確認した。これらに対し、航空自衛隊の南西航空方面隊の戦闘機を緊急発進させ対応した。------------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
23,MultiLineString,p20220805_05_r_cropped_resized,china,new,group,$16$,8/4（東進、遊弋、北西進）_052D旅洋III型導彈驅逐艦（131）,arrow,arrow,ship,"{'type': 'MultiLineString', 'coordinates': [[[122.51693297980678, 25.918803643953936], [121.89537560692898, 26.230356729669484]], [[122.28982547817836, 26.50897262549711], [123.0667721942756, 26.45544484787132]]]}",['052D旅洋III型導彈驅逐艦'],p20220805_05.pdf,https://www.mod.go.jp/js/pdf/2022/p20220805_05.pdf,------令和４年８月５日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和４年８月４日（木）午前１０時頃、海上自衛隊は、魚釣島（沖縄県）の西北西約１１０ｋｍの海域において、同海域を東進する中国海軍ルーヤンⅢ級ミサイル駆逐艦１隻（艦番号「１３１」）を確認した。その後、魚釣島西方約１００ｋｍから約６０ｋｍまでの海域を南北に遊弋した後、同日午後９時頃に魚釣島の西約８０ｋｍの海域を北西進していることを確認した。防衛省・自衛隊は、海上自衛隊第１３護衛隊所属「さわぎり」（佐世保）により、情報収集・警戒監視を行った。------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
24,MultiLineString,p20220805_05_r_cropped_resized,china,new,group,$16$,8/4（東進、遊弋、北西進）_052D旅洋III型導彈驅逐艦（131）,ellipse,ellipse,ship,"{'type': 'MultiLineString', 'coordinates': [[[123.11458429988159, 25.800412012063383], [123.10949968665999, 25.73307689740469], [123.09440034039497, 25.667751284844996], [123.06974504708215, 25.606425076315443], [123.03628294533267, 25.550969265371396], [122.99503076417554, 25.50307816517739], [122.94724193026063, 25.464216806523147], [122.89436848312413, 25.435575238714023], [122.83801695570199, 25.418031262850175], [122.77989956063969, 25.412122860724878], [122.72178216557741, 25.418031262850175], [122.66543063815527, 25.435575238714016], [122.61255719101874, 25.464216806523147], [122.56476835710383, 25.50307816517739], [122.52351617594671, 25.550969265371396], [122.49005407419725, 25.606425076315443], [122.46539878088443, 25.667751284844996], [122.4502994346194, 25.73307689740469], [122.44521482139778, 25.800412012063383], [122.4502994346194, 25.86770889309997], [122.46539878088443, 25.932924416566593], [122.49005407419725, 25.994081959494377], [122.52351617594671, 26.04933087256296], [122.56476835710383, 26.097001797985154], [122.61255719101874, 26.13565626129811], [122.66543063815527, 26.164129167388037], [122.72178216557741, 26.181563057573086], [122.77989956063969, 26.187433227424687], [122.83801695570199, 26.181563057573086], [122.89436848312413, 26.164129167388037], [122.94724193026063, 26.135656261298113], [122.99503076417554, 26.097001797985154], [123.03628294533267, 26.04933087256296], [123.06974504708215, 25.994081959494377], [123.09440034039497, 25.932924416566593], [123.10949968665999, 25.86770889309997], [123.11458429988159, 25.800412012063383]]]}",['052D旅洋III型導彈驅逐艦'],p20220805_05.pdf,https://www.mod.go.jp/js/pdf/2022/p20220805_05.pdf,------令和４年８月５日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和４年８月４日（木）午前１０時頃、海上自衛隊は、魚釣島（沖縄県）の西北西約１１０ｋｍの海域において、同海域を東進する中国海軍ルーヤンⅢ級ミサイル駆逐艦１隻（艦番号「１３１」）を確認した。その後、魚釣島西方約１００ｋｍから約６０ｋｍまでの海域を南北に遊弋した後、同日午後９時頃に魚釣島の西約８０ｋｍの海域を北西進していることを確認した。防衛省・自衛隊は、海上自衛隊第１３護衛隊所属「さわぎり」（佐世保）により、情報収集・警戒監視を行った。------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
25,LineString,p20220829_01_r_cropped_resized,china,new,arrow,$17$,8/28_815型東調級電子偵察船（794）,,arrow,ship,"{'type': 'LineString', 'coordinates': [[125.43347142177186, 26.444736303713196], [126.93955274836037, 24.68614509976096]]}",['815型東調級電子偵察船'],p20220829_01.pdf,https://www.mod.go.jp/js/pdf/2022/p20220829_01.pdf,------令和４年８月２９日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和４年８月２８日（日）午後３時頃、海上自衛隊は、久米島（沖縄県）の西約１６０ｋｍの海域において、同海域を南東進する中国海軍ドンディアオ級情報収集艦（艦番号「７９４」）を確認した。その後、当該艦艇が沖縄本島と宮古島との間の海域を南東進して太平洋に進出したことを確認した。防衛省・自衛隊は、海上自衛隊第５航空群所属「Ｐ－３Ｃ」（那覇）及び第３護衛隊所属「ふゆづき」（舞鶴）により、情報収集・警戒監視を行った。---------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,宮古海峽,,
26,LineString,p20220830_01_r_cropped_resized,china,new,arrow,$18$,8/29_055型刃海級導彈驅逐艦（101）、054A江凱II型護衛艦（546）、903型福池級綜合補給艦（902）,,arrow,ship,"{'type': 'LineString', 'coordinates': [[126.74830432593645, 32.227559008261935], [127.34595564601125, 32.90291823889555]]}","['903型福池級綜合補給艦', '055型刃海級導彈驅逐艦', '054A江凱II型護衛艦']",p20220830_01.pdf,https://www.mod.go.jp/js/pdf/2022/p20220830_01.pdf,------令和４年８月３０日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和４年８月２９日（月）午後１時頃、海上自衛隊は、対馬（長崎県）の南西約２４０ｋｍの海域において、同海域を北東進する中国海軍レンハイ級ミサイル駆逐艦（艦番号「１０１」）、ジャンカイⅡ級フリゲート（艦番号「５４６」）及びフチ級補給艦（艦番号「９０２」）の計３隻を確認した。その後、３０日（火）にこれらの艦艇が対馬海峡を北東進し、日本海へ向けて航行したことを確認した。防衛省・自衛隊は、海上自衛隊第４航空群所属「Ｐ－１」（厚木）、第３ミサイル艇隊所属「おおたか」（佐世保）及び第２ミサイル艇隊所属「うみたか」（舞鶴）により、情報収集・警戒監視を行った。---------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
27,LineString,p20220830_01_r_cropped_resized,china,new,arrow,$19$,8/30_055型刃海級導彈驅逐艦（101）、054A江凱II型護衛艦（546）、903型福池級綜合補給艦（902）,,arrow,ship,"{'type': 'LineString', 'coordinates': [[130.3103061935823, 34.72135686628567], [130.9318635664601, 35.465107253756294]]}","['903型福池級綜合補給艦', '055型刃海級導彈驅逐艦', '054A江凱II型護衛艦']",p20220830_01.pdf,https://www.mod.go.jp/js/pdf/2022/p20220830_01.pdf,------令和４年８月３０日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和４年８月２９日（月）午後１時頃、海上自衛隊は、対馬（長崎県）の南西約２４０ｋｍの海域において、同海域を北東進する中国海軍レンハイ級ミサイル駆逐艦（艦番号「１０１」）、ジャンカイⅡ級フリゲート（艦番号「５４６」）及びフチ級補給艦（艦番号「９０２」）の計３隻を確認した。その後、３０日（火）にこれらの艦艇が対馬海峡を北東進し、日本海へ向けて航行したことを確認した。防衛省・自衛隊は、海上自衛隊第４航空群所属「Ｐ－１」（厚木）、第３ミサイル艇隊所属「おおたか」（佐世保）及び第２ミサイル艇隊所属「うみたか」（舞鶴）により、情報収集・警戒監視を行った。---------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,,,
28,MultiLineString,p20220830_02,china,new,group,$147$,TB-001偵察/攻撃型無人機（1機）,arrow,arrow,flight,"{'type': 'MultiLineString', 'coordinates': [[[123.29564315352697, 28.275881527559523], [127.04875518672196, 24.613888343791697], [126.75933609958504, 23.954395867599576], [125.55497925311202, 23.954395867599576], [123.47302904564314, 22.946486001105615], [122.95020746887965, 23.76651157046243], [122.63278008298755, 23.831893529962468]], [[122.58609958506223, 23.733808259763542], [122.90352697095435, 23.57016874082983], [123.22095435684648, 23.04515575891409], [123.454356846473, 22.7901117463614], [125.62966804979251, 23.831893529962468], [126.83402489626556, 23.840063960234453], [127.2168049792531, 24.63012862759789], [124.95746887966804, 26.962124983870652], [124.96680497925311, 29.410359950806566]]]}",['TB-001偵察/攻撃型無人機'],p20220830_02.pdf,https://www.mod.go.jp/js/pdf/2022/p20220830_02.pdf,------令和４年８月３０日統合幕僚監部---（お知らせ）中国機の動向について---令和４年８月３０日（火）午後、中国の偵察／攻撃型無人機（ＴＢ－００１）1機が東シナ海方面から飛来し、沖縄本島と宮古島との間を通過して太平洋に至り、先島諸島の南の太平洋上で旋回後、反転し、再び沖縄本島と宮古島との間を通過し、東シナ海に至ったことを確認した。これらに対し、航空自衛隊の南西航空方面隊の戦闘機を緊急発進させ対応した。---------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,宮古海峽,,
29,LineString,p20220830_02,china,new,group,$147$,TB-001偵察/攻撃型無人機（1機）,polygon-stroke,polygon-stroke,flight,"{'type': 'LineString', 'coordinates': [[122.31535269709542, 23.43091459406663], [122.38070539419085, 23.8727405318247], [122.55809128630703, 23.84823387569031], [122.47406639004149, 23.398127548837525], [122.31535269709542, 23.43091459406663], [122.31535269709542, 23.43091459406663]]}",['TB-001偵察/攻撃型無人機'],p20220830_02.pdf,https://www.mod.go.jp/js/pdf/2022/p20220830_02.pdf,------令和４年８月３０日統合幕僚監部---（お知らせ）中国機の動向について---令和４年８月３０日（火）午後、中国の偵察／攻撃型無人機（ＴＢ－００１）1機が東シナ海方面から飛来し、沖縄本島と宮古島との間を通過して太平洋に至り、先島諸島の南の太平洋上で旋回後、反転し、再び沖縄本島と宮古島との間を通過し、東シナ海に至ったことを確認した。これらに対し、航空自衛隊の南西航空方面隊の戦闘機を緊急発進させ対応した。---------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,宮古海峽,,
30,LineString,p20220831_03_r_cropped_resized,china,new,arrow,$20$,8/31_052D旅洋III型導彈驅逐艦（156）,,arrow,ship,"{'type': 'LineString', 'coordinates': [[125.82792129302123, 25.961825719985193], [126.99931788036785, 24.250692113334356]]}",['052D旅洋III型導彈驅逐艦'],p20220831_03.pdf,https://www.mod.go.jp/js/pdf/2022/p20220831_03.pdf,------令和４年８月３１日統合幕僚監部---（お知らせ）中国海軍艦艇の動向について---令和４年８月３１日（水）午前５時頃、海上自衛隊は、宮古島（沖縄県）の北北東約１５０ｋｍの海域において、同海域を南東進する中国海軍ルーヤンⅢ級ミサイル駆逐艦１隻（艦番号「１５６」）を確認した。その後、当該艦艇が沖縄本島と宮古島との間の海域を南東進し、太平洋に向けて航行したことを確認した。防衛省・自衛隊は、海上自衛隊第５航空群所属「Ｐ－３Ｃ」（那覇）により、情報収集・警戒監視を行った。------------------------統合幕僚監部報道発表資料https://www.mod.go.jp/js/,宮古海峽,,
